Sales Title,Location/Distance (Miles),Price (£),Mileage,Year,Fuel Type,Transmissions,Colour,Number of Doors,Engine Size,Number of Reviews,Rating,Body Type,CO2 Emissions (g/km)
Fiat 124 Spider 1.4L Lusso MultiAir,2,15349,18471,2018,Petrol,Manual,Black,2,1.4 L,0,N/A,Convertible,148
Citroen C3 1.2L Origins PureTech,2,15399,34511,2019,Petrol,Automatic,Grey,5,1.2 L,70,4,Hatchback,118
BMW 2 Series 1.5L Sport 218i,2,15399,30044,2017,Petrol,Manual,Black,2,1.5 L,0,N/A,Coupe,125
Mini Hatch 1.5L Cooper Classic,2,15399,18971,2019,Petrol,Manual,White,5,1.5 L,0,N/A,Hatchback,123
Mercedes-Benz CLA Class 1.6L Sport CLA180,2,15399,40081,2018,Petrol,Manual,White,4,1.6 L,1,5,Saloon,128
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,15399,9418,2020,Petrol,Manual,Black,5,1.0 L,373,4,Hatchback,117
Mini Hatch 1.5L Cooper Classic,2,15449,18085,2019,Petrol,Manual,Grey,5,1.5 L,0,N/A,Hatchback,123
Audi A3 1L SE Technik TFSI,2,15449,40442,2018,Petrol,Manual,Black,5,1.0 L,76,4.5,Hatchback,104
BMW 1 Series 1.5L Sport 118i,2,15449,26143,2018,Petrol,Manual,Black,5,1.5 L,31,4,Hatchback,123
Mercedes-Benz C Class 2.1L Sport C220d,2,15449,88767,2018,Petrol,Automatic,Black,5,2.1 L,144,4.5,Saloon,109
Mercedes-Benz C Class 2.1L AMG Line C220d,2,15449,62766,2015,Diesel,Manual,Grey,5,2.1 L,144,4.5,Estate,113
Kia Ceed 1L 2 ECO T-GDi,2,15449,6471,2021,Petrol,Manual,White,5,1.0 L,63,4.5,Hatchback,119
Seat Leon 1.5L FR TSI EVO,2,15499,16801,2019,Petrol,Manual,White,5,1.5 L,46,4.5,Hatchback,113
Ford Fiesta 1L ST-Line Edition EcoBoost T,2,15499,10898,2021,Petrol,Manual,White,5,1.0 L,373,4,Hatchback,124
Toyota Auris 1.8L Design VVT-h,2,15499,42095,2018,Hybrid,Automatic,Blue,5,1.8 L,63,4.5,Hatchback,94
Mini Hatch 1.5L One Classic,2,15499,5852,2019,Petrol,Manual,Red,3,1.5 L,0,N/A,Hatchback,117
Kia Rio 1.4L 3,2,15549,28501,2019,Petrol,Automatic,Grey,5,1.4 L,44,4,Hatchback,144
Peugeot 208 1.2L Allure Premium PureTech,2,15549,30988,2020,Petrol,Manual,White,5,1.2 L,24,4.5,Hatchback,125
Mazda MX-5 1.5L SE-L Nav+ SKYACTIV-G,2,15549,18719,2019,Petrol,Manual,White,2,1.5 L,62,4,Convertible,143
Kia Ceed 1L 2 T-GDi,2,15549,12002,2021,Petrol,Manual,Grey,5,1.0 L,63,4.5,Hatchback,119
Toyota Yaris 1.5L Icon VVT-h,2,15549,24666,2020,Hybrid,Automatic,Black,5,1.5 L,155,4.5,Hatchback,84
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,15549,22611,2021,Petrol,Manual,Blue,5,1.0 L,373,4,Hatchback,117
Vauxhall Corsa 1.2L Elite Nav Premium Turbo,2,15549,16426,2021,Petrol,Manual,Black,5,1.2 L,268,4,Hatchback,120
Volvo V60 2L R-Design Lux Nav D3,2,15549,52556,2017,Diesel,Automatic,Grey,5,2.0 L,8,3.5,Estate,111
Kia Ceed 1L 2 T-GDi,2,15549,4492,2021,Petrol,Manual,White,5,1.0 L,63,4.5,Hatchback,119
Ford Fiesta 1L Active X Edition EcoBoost MHEV T,2,15549,9280,2020,Petrol,Manual,Silver,5,1.0 L,373,4,Hatchback,123
Ford Fiesta 1L ST-Line Edition EcoBoost T,2,15549,9631,2021,Petrol,Manual,Silver,5,1.0 L,373,4,Hatchback,118
Volkswagen Polo 1.8L GTI TSI,2,15549,36166,2017,Petrol,Automatic,Red,5,1.8 L,151,4,Hatchback,129
Hyundai IONIQ Premium,2,15549,30525,2019,Electric,Automatic,White,5,N/A,0,N/A,Hatchback,0
Ford Fiesta 1L ST-Line Edition EcoBoost T,2,15549,14433,2021,Petrol,Manual,Black,5,1.0 L,373,4,Hatchback,118
Kia Sportage 1.6L 2 GDi,2,15549,32477,2018,Petrol,Manual,Silver,5,1.6 L,45,4.5,Suv,162
Peugeot 208 1.2L Allure Premium PureTech,2,15599,30034,2020,Petrol,Manual,Grey,5,1.2 L,24,4.5,Hatchback,125
Seat Arona 1L SE Technology TSI,2,15599,20284,2019,Petrol,Automatic,Silver,5,1.0 L,0,N/A,Suv,112
BMW 3 Series 2L M Sport 320i,2,15599,56551,2018,Petrol,Manual,Black,4,2.0 L,126,4,Saloon,138
Toyota Yaris 1.5L Icon Tech VVT-h,2,15599,14801,2019,Petrol,Automatic,White,5,1.5 L,155,4.5,Hatchback,84
Vauxhall Corsa 1.2L Elite Edition,2,15599,4875,2022,Petrol,Manual,White,5,1.2 L,268,4,Hatchback,120
Vauxhall Corsa 1.2L Elite Edition,2,15599,4023,2022,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,120
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,15599,6696,2020,Petrol,Manual,White,5,1.0 L,373,4,Hatchback,117
Hyundai i10 1L N Line T-GDi,2,15599,5697,2021,Petrol,Manual,White,5,1.0 L,58,4,Hatchback,123
Volkswagen Scirocco 2L R-Line BlueMotion Tech TDI,2,15649,48335,2016,Diesel,Manual,Black,3,2.0 L,9,4.5,Coupe,124
Ford Focus 1L ST-Line EcoBoost T,2,15649,8648,2018,Petrol,Manual,Grey,5,1.0 L,620,4,Hatchback,112
BMW 1 Series 1.5L SE 118i,2,15649,20764,2017,Petrol,Automatic,White,5,1.5 L,31,4,Hatchback,112
Volkswagen Polo 1.8L GTI BlueMotion Tech TSI,2,15649,20968,2015,Petrol,Automatic,White,5,1.8 L,151,4,Hatchback,129
Mini Hatch 2L Cooper S,2,15649,12668,2018,Petrol,Manual,Black,3,2.0 L,0,N/A,Hatchback,147
Peugeot 308 1.5L Allure Premium BlueHDi,2,15699,18250,2021,Diesel,Manual,Black,5,1.5 L,51,4,Hatchback,121
Renault Captur 1.5L Dynamique S Nav dCi ENERGY,2,15699,10298,2018,Diesel,Automatic,Red,5,1.5 L,9,4.5,Suv,101
Vauxhall Corsa 1.2L SRi Turbo,2,15699,10042,2021,Petrol,Manual,Grey,5,1.2 L,268,4,Hatchback,119
Volkswagen Polo 1L SE TSI,2,15699,30552,2018,Petrol,Automatic,White,5,1.0 L,151,4,Hatchback,105
Ford Kuga 2L Zetec EcoBlue TDCi,2,15699,20924,2018,Diesel,Automatic,Red,5,2.0 L,31,4.5,Suv,164
Peugeot 208 1.2L Allure Premium PureTech,2,15699,24734,2021,Petrol,Manual,Grey,5,1.2 L,24,4.5,Hatchback,119
Nissan Micra 1L Tekna IG-T,2,15699,12371,2020,Petrol,Automatic,White,5,1.0 L,114,4,Hatchback,140
Seat Arona 1L FR TSI,2,15699,12553,2018,Petrol,Automatic,Red,5,1.0 L,0,N/A,Suv,112
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,15699,14232,2021,Petrol,Manual,White,5,1.0 L,373,4,Hatchback,117
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,15699,20218,2021,Petrol,Manual,White,5,1.0 L,373,4,Hatchback,118
Kia XCeed 1L 2 ECO T-GDi,2,15699,12989,2021,Petrol,Manual,Silver,5,1.0 L,63,4.5,Suv,135
Mercedes-Benz E Class 2.1L AMG Line BlueTEC E220,2,15699,52409,2015,Diesel,Automatic,Grey,2,2.1 L,88,4.5,Convertible,131
Mini Hatch 1.5L Cooper Classic,2,15749,14961,2019,Petrol,Manual,White,3,1.5 L,0,N/A,Hatchback,117
Skoda Octavia 1.6L SE Drive SCR TDI,2,15749,26647,2019,Diesel,Manual,Black,5,1.6 L,171,4.5,Hatchback,109
Mitsubishi Eclipse Cross 1.5L 3 T,2,15749,20714,2019,Petrol,Manual,Black,5,1.5 L,0,N/A,Suv,159
Smart fortwo 0.9L BRABUS Xclusive T,2,15749,32447,2018,Petrol,Automatic,Grey,2,0.9 L,26,4.5,Coupe,102
Vauxhall Corsa 1.2L Elite Edition,2,15749,2612,2022,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,120
BMW i3 0.6L ,2,15749,30801,2016,Plug_in_hybrid,Automatic,White,5,13 g/km,0,N/A,Hatchback,0
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,15749,8821,2021,Petrol,Manual,Silver,5,1.0 L,373,4,Hatchback,117
Mercedes-Benz B Class 1.5L Sport B180d,2,15799,36758,2017,Diesel,Automatic,Blue,5,1.5 L,21,4,Mpv,107
Peugeot 2008 1.2L Allure PureTech,2,15799,30800,2019,Petrol,Automatic,Black,5,1.2 L,14,4.5,Suv,129
Vauxhall Mokka X 1.4L Elite i Turbo,2,15799,24641,2018,Petrol,Automatic,Blue,5,1.4 L,32,4.5,Suv,162
Vauxhall Crossland 1.2L SRi Nav Turbo,2,15799,14074,2021,Petrol,Manual,Blue,5,1.2 L,0,N/A,Suv,132
Vauxhall Corsa 1.2L Elite Edition,2,15799,5215,2022,Petrol,Manual,White,5,1.2 L,268,4,Hatchback,120
Peugeot 3008 1.2L GT Line PureTech,2,15799,40379,2017,Petrol,Manual,Black,5,1.2 L,28,4.5,Suv,117
Vauxhall Corsa 1.2L Elite Edition,2,15799,4085,2022,Petrol,Manual,Grey,5,1.2 L,268,4,Hatchback,120
Vauxhall Corsa 1.2L Elite Edition,2,15799,4080,2022,Petrol,Manual,Red,5,1.2 L,268,4,Hatchback,120
Vauxhall Corsa 1.2L Elite Edition,2,15799,1242,2022,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,120
Abarth 595 1.4L T-Jet,2,15849,5670,2021,Petrol,Manual,Blue,3,1.4 L,1,3,Hatchback,155
Ford Focus 1L ST-Line X EcoBoost T,2,15849,22909,2018,Petrol,Manual,Silver,5,1.0 L,620,4,Hatchback,112
Mitsubishi Outlander 2.3L GX4 DI-D,2,15849,50475,2016,Diesel,Automatic,White,5,2.3 L,9,4.5,Suv,154
Ford Focus 1L ST-Line EcoBoost T,2,15849,24301,2019,Petrol,Manual,Blue,5,1.0 L,620,4,Hatchback,107
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,15849,10980,2021,Petrol,Manual,White,5,1.0 L,373,4,Hatchback,117
BMW 1 Series 1.6L Sport 120i,2,15899,26467,2015,Petrol,Automatic,White,3,1.6 L,15,4,Hatchback,133
Volvo V40 Cross Country 1.5L T3,2,15899,42880,2018,Petrol,Automatic,Silver,5,1.5 L,46,4.5,Hatchback,134
Honda Civic 1L EX VTEC Turbo,2,15949,36959,2018,Petrol,Manual,Black,5,1.0 L,184,4.5,Hatchback,117
Vauxhall Grandland X 1.5L Elite Nav BlueInjection Turbo D,2,15949,38854,2019,Diesel,Manual,Red,5,1.5 L,0,N/A,Suv,110
Vauxhall Astra 1.2L SRi Turbo,2,15949,10152,2021,Petrol,Manual,Blue,5,1.2 L,368,4,Hatchback,121
Seat Leon 1L SE Dynamic TSI EVO,2,15949,22282,2020,Petrol,Manual,Grey,5,1.0 L,46,4.5,Hatchback,126
Volvo V40 2L R-Design Pro T2,2,15949,20581,2018,Petrol,Manual,White,5,2.0 L,46,4.5,Hatchback,142
Vauxhall Corsa 1.2L Elite Edition,2,15949,2063,2022,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,120
Nissan Juke 1.6L Tekna,2,15949,12116,2019,Petrol,Automatic,White,5,1.6 L,31,4,Suv,152
Hyundai BAYON 1L SE Connect MHEV T-GDi,2,15949,5885,2021,Petrol,Manual,White,5,1.0 L,0,N/A,Suv,120
Mini Countryman 1.5L Cooper Classic,2,15949,28148,2019,Petrol,Manual,White,5,1.5 L,9,4.5,Suv,134
Ford EcoSport 1L ST-Line EcoBoost T,2,15999,12346,2019,Petrol,Manual,Blue,5,1.0 L,3,4.5,Suv,120
Volkswagen Polo 1L SE TSI,2,15999,20559,2019,Petrol,Manual,Silver,5,1.0 L,151,4,Hatchback,104
MG MG ZS 1L Exclusive T-GDI,2,15999,10480,2019,Petrol,Automatic,Red,5,1.0 L,12,4,Suv,145
Nissan Qashqai 1.5L N-Connecta dCi,2,15999,24295,2019,Diesel,Manual,Grey,5,1.5 L,100,4.5,Suv,110
Ford Focus 1.5L Titanium EcoBlue,2,15999,18177,2020,Diesel,Manual,Red,5,1.5 L,620,4,Hatchback,93
Hyundai TUCSON 1.6L S Connect GDi,2,15999,24323,2020,Petrol,Manual,Blue,5,1.6 L,11,4.5,Suv,157
Volkswagen Golf 1.4L SE Nav BlueMotion Tech TSI,2,15999,40449,2017,Petrol,Automatic,Silver,5,1.4 L,157,4.5,Hatchback,119
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,15999,16976,2021,Hybrid,Manual,Blue,5,1.0 L,373,4,Hatchback,117
BMW 2 Series 1.5L Sport 218i,2,16049,54142,2018,Petrol,Automatic,Blue,2,1.5 L,0,N/A,Coupe,124
Ford Focus 1L Titanium X EcoBoost T,2,16049,7252,2017,Petrol,Manual,Silver,5,1.0 L,620,4,Estate,110
Vauxhall Corsa 1.2L Elite Edition,2,16049,1203,2022,Petrol,Manual,Grey,5,1.2 L,268,4,Hatchback,120
Seat Arona 1L FR Sport TSI,2,16049,14672,2019,Petrol,Manual,Grey,5,1.0 L,0,N/A,Suv,114
BMW X1 1.5L SE 18i,2,16049,42122,2019,Petrol,Manual,Blue,5,1.5 L,6,4,Suv,132
Ford Kuga 2L ST-Line EcoBlue TDCi,2,16049,48836,2019,Diesel,Manual,Blue,5,2.0 L,31,4.5,Suv,152
Fiat 500 Electric Action,2,16049,10928,2022,Electric,Automatic,White,3,N/A,44,4.5,Hatchback,0
Volvo V40 2L Inscription T3,2,16049,14373,2018,Petrol,Manual,Grey,5,2.0 L,46,4.5,Hatchback,139
Volkswagen Golf 1.4L SE TSI,2,16099,36211,2018,Petrol,Manual,Blue,5,1.4 L,157,4.5,Hatchback,120
BMW X1 2L Sport 18d,2,16099,64042,2016,Diesel,Automatic,Grey,5,2.0 L,6,4,Suv,114
Vauxhall Corsa 1.2L Elite Edition,2,16099,5865,2022,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,120
Honda Civic 1L SE VTEC Turbo,2,16099,24044,2020,Petrol,Automatic,Grey,5,1.0 L,184,4.5,Hatchback,143
Ford Fiesta 1L ST-Line Edition EcoBoost T,2,16099,14616,2020,Petrol,Manual,Blue,5,1.0 L,373,4,Hatchback,118
Ford Fiesta 1L ST-Line Edition EcoBoost T,2,16099,8890,2021,Petrol,Manual,Silver,5,1.0 L,373,4,Hatchback,124
Seat Ibiza 1L FR TSI,2,16149,38702,2019,Petrol,Automatic,Black,5,1.0 L,47,4,Hatchback,112
Vauxhall Corsa 1.2L Elite Edition,2,16149,10852,2022,Petrol,Manual,Red,5,1.2 L,268,4,Hatchback,120
Vauxhall Corsa 1.2L Elite Edition,2,16149,4615,2022,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,120
Toyota C-HR 1.2L Excel VVT-i,2,16149,34006,2018,Petrol,Manual,Silver,5,1.2 L,1,2.5,Suv,138
BMW 2 Series Active Tourer 1.5L M Sport 225xe,2,16149,58737,2017,Hybrid,Automatic,Blue,4,1.5 L,0,N/A,Mpv,49
Vauxhall Crossland 1.2L SRi Nav Turbo,2,16149,7248,2021,Petrol,Manual,White,5,1.2 L,0,N/A,Suv,132
Mini Clubman 1.5L Cooper Classic,2,16149,30921,2018,Petrol,Automatic,Silver,5,1.5 L,12,4.5,Estate,130
Mini Countryman 2L Cooper D,2,16149,36972,2018,Diesel,Manual,Black,5,2.0 L,9,4.5,Suv,124
Mazda MX-5 1.5L Sport Nav+ SKYACTIV-G,2,16149,9654,2019,Petrol,Manual,Silver,2,1.5 L,62,4,Convertible,143
Volkswagen Polo 1L beats TSI,2,16199,34524,2018,Petrol,Automatic,Black,5,1.0 L,151,4,Hatchback,108
Nissan Qashqai 1.2L N-Connecta DIG-T,2,16199,24400,2018,Petrol,Manual,Blue,5,1.2 L,100,4.5,Suv,129
MG MG ZS 1.5L Excite VTi-TECH,2,16199,4686,2022,Petrol,Manual,Black,5,1.5 L,12,4,Suv,149
Hyundai BAYON SE Connect MHEV T-GDi,2,16199,1860,2021,Petrol,Manual,Silver,5,1.0 L,0,N/A,Suv,120
Vauxhall Grandland X 1.2L Sport Nav Turbo,2,16249,32731,2019,Petrol,Manual,Silver,5,1.2 L,0,N/A,Suv,121
Vauxhall Corsa 1.2L Elite Edition,2,16249,3809,2022,Petrol,Manual,White,5,1.2 L,268,4,Hatchback,120
Ford Focus 1L ST-Line Edition EcoBoost MHEV T,2,16249,42716,2021,Petrol,Manual,Blue,5,1.0 L,620,4,Hatchback,117
Jeep Compass 1.4L Limited MultiAirII T,2,16249,40274,2019,Petrol,Manual,White,5,1.4 L,2,4,Suv,155
Kia Sportage 1.7L 3 CRDi,2,16249,26911,2017,Diesel,Manual,Red,5,1.7 L,45,4.5,Suv,119
Ford Focus 1L Titanium EcoBoost T,2,16249,12680,2019,Petrol,Manual,Grey,5,1.0 L,620,4,Hatchback,107
Seat Leon 1L SE Dynamic TSI,2,16249,8697,2020,Petrol,Manual,Grey,5,1.0 L,46,4.5,Hatchback,126
Volkswagen Golf 1.5L SE Nav TSI EVO,2,16249,48339,2018,Petrol,Manual,Grey,5,1.5 L,157,4.5,Hatchback,113
Kia Sportage 1.6L 1 GDi,2,16249,12936,2018,Petrol,Manual,Silver,5,1.6 L,45,4.5,Suv,158
Skoda Karoq 1.6L SE TDI,2,16249,18839,2018,Diesel,Manual,Green,5,1.6 L,1,4,Suv,118
Skoda Octavia 2L SE Technology TDI,2,16299,78087,2020,Diesel,Manual,Grey,5,2.0 L,171,4.5,Estate,118
Vauxhall Crossland X 1.2L Elite Nav Turbo,2,16299,14192,2019,Petrol,Automatic,Blue,5,1.2 L,0,N/A,Suv,128
Citroen C3 1.2L Shine Plus PureTech,2,16299,9091,2021,Petrol,Manual,White,5,1.2 L,70,4,Hatchback,124
Vauxhall Corsa 1.2L SRi Turbo,2,16299,6245,2021,Petrol,Manual,Black,5,1.2 L,268,4,Hatchback,119
Vauxhall Grandland X 1.2L SE Premium Turbo,2,16299,26158,2021,Petrol,Manual,Black,5,1.2 L,0,N/A,Suv,140
Renault Zoe GT Line R135,2,16299,14310,2020,Electric,Automatic,Blue,5,N/A,0,N/A,Hatchback,0
BMW X1 2L SE 18d,2,16299,44889,2017,Diesel,Automatic,Orange,5,2.0 L,6,4,Suv,114
Vauxhall Corsa 1.2L Elite Nav Premium Turbo,2,16299,6870,2021,Petrol,Manual,Black,5,1.2 L,268,4,Hatchback,120
Kia XCeed 1L 2 T-GDi,2,16299,8032,2021,Petrol,Manual,White,5,1.0 L,63,4.5,Suv,135
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,16349,7800,2021,Petrol,Manual,Grey,5,1.0 L,373,4,Hatchback,117
Kia XCeed 1L 2 T-GDi,2,16349,8497,2021,Petrol,Manual,Silver,5,1.0 L,63,4.5,Suv,135
Kia XCeed 1L 2 T-GDi,2,16349,10382,2021,Petrol,Manual,Red,5,1.0 L,63,4.5,Suv,135
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,16349,7406,2021,Petrol,Manual,White,5,1.0 L,373,4,Hatchback,116
Vauxhall Corsa 1.2L Elite Edition,2,16349,16,2022,Petrol,Manual,White,5,1.2 L,268,4,Hatchback,120
Seat Arona 1L SE Technology TSI,2,16349,4020,2019,Petrol,Automatic,White,5,1.0 L,0,N/A,Suv,114
Mini Hatch 2L Cooper S,2,16349,26376,2018,Petrol,Automatic,Blue,3,2.0 L,0,N/A,Hatchback,129
Kia XCeed 1L 2 T-GDi,2,16349,8453,2021,Petrol,Manual,Red,5,1.0 L,63,4.5,Suv,135
Vauxhall Corsa 1.2L Elite Edition,2,16399,4297,2021,Petrol,Manual,Red,5,1.2 L,268,4,Hatchback,119
Hyundai i40 1.6L SE Nav CRDi,2,16399,36579,2018,Diesel,Automatic,Silver,5,1.6 L,14,4.5,Estate,122
MG MG ZS 1.5L Excite VTi-TECH,2,16399,2092,2022,Petrol,Manual,White,5,1.5 L,12,4,Suv,149
Kia XCeed 1L 2 T-GDi,2,16399,8405,2021,Petrol,Manual,White,5,1.0 L,63,4.5,Suv,135
Peugeot 208 1.2L Allure Premium PureTech,2,16449,22810,2021,Petrol,Manual,Black,5,1.2 L,24,4.5,Hatchback,119
Renault Zoe GT Line R135,2,16449,28420,2020,Electric,Automatic,White,5,N/A,0,N/A,Hatchback,0
Mini Hatch 1.5L Cooper,2,16449,24350,2017,Petrol,Automatic,Black,5,1.5 L,0,N/A,Hatchback,111
Peugeot 308 1.5L Allure Premium BlueHDi,2,16449,9826,2021,Diesel,Manual,Grey,5,1.5 L,51,4,Hatchback,120
Mini Hatch 1.5L Cooper D,2,16449,40328,2018,Diesel,Automatic,Silver,3,1.5 L,0,N/A,Hatchback,100
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,16449,7851,2021,Petrol,Manual,Grey,5,1.0 L,373,4,Hatchback,117
BMW 2 Series 2L M Sport 220d,2,16449,40109,2017,Diesel,Automatic,Blue,2,2.0 L,0,N/A,Coupe,113
Vauxhall Corsa 1.2L Elite Edition,2,16499,4844,2022,Petrol,Manual,Black,5,1.2 L,268,4,Hatchback,120
Fiat 500X 1L Cross FireFly Turbo,2,16499,9638,2021,Petrol,Manual,Red,5,1.0 L,44,4.5,Suv,147
Nissan X-Trail 2L N-Vision dCi,2,16499,44317,2017,Diesel,Automatic,Red,5,2.0 L,42,4.5,Suv,162
Mercedes-Benz C Class 2L Sport C350e,2,16499,70733,2016,Plug_in_hybrid,Automatic,White,5,2.0 L,144,4.5,Estate,49
Kia Ceed 1L 2 T-GDi,2,16549,9829,2021,Petrol,Manual,Grey,5,1.0 L,63,4.5,Hatchback,119
Ford EcoSport 1L ST-Line EcoBoost T,2,16549,20623,2019,Petrol,Automatic,Blue,5,1.0 L,3,4.5,Suv,140
Fiat 500X 1L Cross FireFly Turbo,2,16549,7607,2021,Petrol,Manual,Black,5,1.0 L,44,4.5,Suv,147
Hyundai IONIQ 1.6L Premium SE h-GDi,2,16549,44988,2018,Hybrid,Automatic,White,5,1.6 L,0,N/A,Hatchback,92
Toyota Yaris 1.5L Icon VVT-h,2,16599,10684,2019,Petrol,Automatic,Black,5,1.5 L,155,4.5,Hatchback,84
Vauxhall Corsa 1.2L Elite Edition,2,16599,1822,2021,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,119
BMW 2 Series Active Tourer 2L M Sport 220d,2,16599,36093,2018,Diesel,Manual,White,4,2.0 L,0,N/A,Mpv,119
Jeep Renegade 1.4L Limited MultiAirII T,2,16599,28996,2017,Petrol,Automatic,Grey,5,1.4 L,0,N/A,Suv,160
Audi A1 1L Sport TFSI,2,16599,42703,2019,Petrol,Manual,Black,5,1.0 L,33,4.5,Hatchback,111
Seat Ateca 1L SE L Ecomotive TSI,2,16599,24701,2018,Petrol,Manual,Grey,5,1.0 L,1,4.5,Suv,122
Ford Galaxy 2L Zetec TDCi,2,16599,28529,2017,Diesel,Manual,Blue,5,2.0 L,43,4,Mpv,129
Nissan Qashqai 1.3L N-Connecta DIG-T,2,16599,32503,2019,Petrol,Manual,Blue,5,1.3 L,100,4.5,Suv,130
MG MG ZS Excite EV,2,16599,26412,2020,Electric,Automatic,Blue,5,N/A,12,4,Suv,0
Peugeot 3008 1.6L Allure BlueHDi,2,16649,46020,2017,Diesel,Automatic,Gold,5,1.6 L,28,4.5,Suv,108
Toyota RAV4 2.5L Business Edition Plus VVT-h,2,16649,52175,2016,Hybrid,Automatic,White,5,2.5 L,75,4.5,Suv,115
Ford Focus 1L ST-Line Edition EcoBoost MHEV T,2,16699,32370,2020,Petrol,Manual,Black,5,1.0 L,620,4,Hatchback,119
Ford Mondeo 2L Vignale TDCi,2,16699,26291,2016,Petrol,Manual,Grey,5,2.0 L,295,4.5,Saloon,171
Volkswagen Golf 1.4L SE Nav TSI,2,16699,26079,2018,Petrol,Manual,Blue,5,1.4 L,157,4.5,Estate,123
BMW X1 2L xLine 20d,2,16699,42141,2016,Diesel,Manual,Grey,5,2.0 L,6,4,Suv,127
Vauxhall Combo Life 1.5L Energy BlueInjection Turbo D,2,16699,4214,2019,Diesel,Automatic,Blue,5,1.5 L,4,4,Mpv,114
Audi A4 Avant 2L Sport ultra TDI,2,16699,52103,2017,Diesel,Automatic,Red,5,2.0 L,100,4,Estate,106
Peugeot 3008 1.6L Allure BlueHDi,2,16699,38503,2017,Diesel,Automatic,Gold,5,1.6 L,28,4.5,Suv,108
Mini Hatch 1.5L Cooper,2,16699,10500,2018,Petrol,Automatic,White,5,1.5 L,0,N/A,Hatchback,119
Vauxhall Grandland X 1.2L Elite Nav Turbo,2,16699,42157,2018,Petrol,Manual,Gold,5,1.2 L,0,N/A,Suv,124
Jaguar XF 2L R-Sport d,2,16699,34658,2016,Diesel,Automatic,Green,4,2.0 L,76,4.5,Saloon,114
Volkswagen Polo 1L R-Line TSI,2,16749,26296,2019,Petrol,Manual,Orange,5,1.0 L,151,4,Hatchback,104
Kia XCeed 1L 2 T-GDi,2,16749,6826,2021,Petrol,Manual,White,5,1.0 L,63,4.5,Suv,135
Mercedes-Benz C Class 2L Sport C350e,2,16749,50753,2017,Plug_in_hybrid,Automatic,Black,4,2.0 L,144,4.5,Saloon,52
Jaguar XF 2.2L R-Sport d,2,16749,18783,2015,Diesel,Automatic,Blue,4,2.2 L,76,4.5,Saloon,139
BMW 1 Series 1.5L Sport 118i,2,16749,20143,2018,Petrol,Manual,White,5,1.5 L,31,4,Hatchback,123
Mini Clubman 1.5L Cooper,2,16749,16356,2018,Petrol,Automatic,Red,5,1.5 L,12,4.5,Estate,130
Ford Focus 1L ST-Line EcoBoost T,2,16799,42903,2019,Petrol,Automatic,Red,5,1.0 L,620,4,Hatchback,126
Suzuki Vitara 1L SZ-T Boosterjet,2,16799,7020,2019,Petrol,Automatic,Black,5,1.0 L,32,4,Suv,129
MG MG ZS 1.5L Excite VTi-TECH,2,16799,6213,2022,Petrol,Manual,Blue,5,1.5 L,12,4,Suv,149
Ford Puma 1L Titanium EcoBoost MHEV T,2,16799,40164,2020,Petrol,Manual,White,5,1.0 L,9,4,Suv,127
Hyundai IONIQ Premium,2,16799,18134,2019,Electric,Automatic,White,5,N/A,0,N/A,Hatchback,0
BMW 3 Series 2L Sport 320i,2,16799,38891,2018,Petrol,Automatic,White,4,2.0 L,126,4,Saloon,129
Hyundai IONIQ Premium,2,16799,18194,2019,Electric,Automatic,White,5,N/A,0,N/A,Hatchback,0
Audi A1 1.4L Sport TFSI,2,16849,20238,2017,Petrol,Automatic,Blue,5,1.4 L,33,4.5,Hatchback,113
Kia XCeed 1L 2 T-GDi,2,16849,9051,2021,Petrol,Manual,Black,5,1.0 L,63,4.5,Suv,135
Skoda Superb 2L SE L Executive TDI,2,16849,54530,2016,Diesel,Manual,Grey,5,2.0 L,33,5,Estate,123
Mini Hatch 2L Cooper S Exclusive,2,16849,22907,2019,Petrol,Manual,Black,3,2.0 L,0,N/A,Hatchback,147
Land Rover Discovery Sport 2L Pure Edition TD4,2,16849,62390,2017,Diesel,Manual,Black,5,2.0 L,3,4.5,Suv,129
Nissan Qashqai 1.3L N-Connecta DIG-T,2,16899,40365,2020,Petrol,Manual,Grey,5,1.3 L,100,4.5,Suv,130
Volkswagen e-Golf e-Golf,2,16899,22802,2019,Electric,Automatic,Black,5,N/A,157,4.5,Hatchback,0
